"Rank","Name","Rep","Post_Count","Followers","Following","Posting","Curation","Steem","Steem_Power","Steem_Dollars","Estimated_Value"
"#1557","francisk",59.6,"2,770","751","744","893,403","12,750","0","4,178","2","$5,001"
"#1558","brookeloving",62.1,"19","558","123","6,629,514","1,064","0","4,177","0","$4,997"
"#1559","kevteh",44.5,"341","0","0","103,385","6,532","1","4,174","0","$4,995"
"#1560","twiceuponatime",57.1,"73","105","3","991,283","157,960","0","4,172","0","$4,992"
"#1561","bxt",67.3,"1,937","815","137","7,350,799","58,308","0","4,171","1","$4,993"
"#1562","clayboyn",66.1,"6,601","1,669","1,387","5,175,831","244,917","15","4,167","0","$5,003"
"#1563","bittrex",25,"0","966","0","0","0","19,257,302","4,160","1,552,602","$25,426,157"
"#1564","edwardlewis",36,"12","0","0","2,400","14,763","0","4,147","1","$4,962"
"#1565","elaine54",53.9,"719","310","195","206,840","33,589","0","4,140","3","$4,958"
"#1566","rocketbeee",57.4,"154","194","58","668,166","22,342","160","4,135","6","$5,148"
"#1567","berniesanders",-19,"1,733","2,897","24","9,674,398","396,266,004","0","4,135","0","$4,948"
"#1568","robe375",25,"1","59","12","0","821","1,229","4,132","0","$6,415"
"#1569","steemboys",55.3,"1,828","515","66","404,459","32,102","749","4,128","1","$5,837"
"#1570","drsteem3",25,"0","2","0","0","0","5,997","4,116","0","$12,100"
"#1571","drpuffnstuff",59.6,"2,627","1,281","1,106","1,321,610","89,472","26","4,113","0","$4,952"
"#1572","goldenunicorn",36,"26","195","24","1,328","17,637","0","4,106","1","$4,914"
"#1573","vimva",64.2,"10,946","899","831","4,409,057","889,534","0","4,100","0","$4,906"
"#1574","friend4",25,"0","1","0","0","0","99","4,099","0","$5,023"
"#1575","luzcypher",73.1,"9,880","2,437","1,714","35,500,414","1,189,365","850","4,092","0","$5,913"
"#1576","stacee",67.7,"1,068","747","39","8,403,479","85,270","1,324","4,083","0","$6,469"
"#1577","antviewer",37.5,"2","0","0","0","0","0","4,077","8","$4,891"
"#1578","ebejammin",47.9,"181","274","62","63,761","343,105","2","4,074","3","$4,882"
"#1579","dancingstar",38.9,"31","176","10","4,034","1,911","0","4,070","2","$4,872"
"#1580","boontjie",53.2,"458","25","30","185,014","1,733","43","4,068","3","$4,922"
"#1581","respectful",25,"0","0","0","0","0","0","4,064","0","$4,862"
"#1582","dollarvigilante",74.5,"670","13,385","70","119,038,826","2,952,890","5,755","4,045","0","$11,725"
"#1583","steemswede",69.9,"1,302","1,851","1,903","12,697,295","54,310","0","4,039","0","$4,833"
"#1584","realconspiracies",42.6,"61","16","1","12,116","70","2,767","4,036","8","$8,151"
"#1585","crypto-investor",59.7,"1,005","1,243","38","1,280,231","179,214","0","4,033","14","$4,847"
"#1586","r0xx0rurb0xx0r",25,"0","0","0","0","0","0","4,033","0","$4,825"
"#1587","supergoodliving",63.9,"445","421","292","3,654,372","207,620","0","4,030","135","$5,028"
"#1588","omdemian",42.2,"45","86","21","14,429","42,279","0","4,029","6","$4,831"
"#1589","rucoin",67,"1,683","462","75","5,181,175","47,828","0","4,027","1","$4,819"
"#1590","lifemovedbysteem",60.8,"2,141","284","121","1,201,287","49,634","0","4,023","4","$4,820"
"#1591","dollspoint",25,"0","0","0","0","6,606","0","4,018","0","$4,808"
"#1592","dylanhobalart",61.7,"1,219","1,059","991","1,433,984","217,868","3","4,013","0","$4,804"
"#1593","achim86",66,"2,796","1,446","605","4,463,113","167,190","0","4,009","9","$4,811"
"#1594","rogerdodger",25,"0","0","0","0","0","0","4,008","0","$4,795"
"#1595","nnnarvaez",54.9,"794","62","49","246,973","29,057","0","4,005","0","$4,792"
"#1596","renzoarg",68,"1,506","882","783","9,239,642","238,873","11","4,004","1","$4,804"
"#1597","joeuhw",56.7,"559","2","0","263,333","28,850","0","4,003","0","$4,790"
"#1598","mikemiziner",49.6,"217","277","77","32,148","31,252","372","4,001","12","$5,250"
"#1599","nhj12311",62.6,"5,151","300","254","1,803,206","82,625","20","3,984","23","$4,825"
"#1600","curthuff",25,"0","0","0","0","20","0","3,982","0","$4,764"
"#1601","seanb",25,"0","0","1","0","75","0","3,980","0","$4,762"
"#1602","svamiva",60.7,"1,457","574","384","1,051,118","753,856","204","3,973","2","$5,002"
"#1603","hastla",56.3,"1,512","739","727","391,572","35,260","57","3,972","605","$5,748"
"#1604","peter-parker",60.8,"523","185","58","3,153,745","164,219","156","3,967","10","$4,948"
"#1605","sgtreport",66.6,"556","2,888","81","7,522,631","4,733","1","3,967","57","$4,835"
"#1606","kusadasi",62.4,"117","12","12","1,644,112","2,179,363","0","3,966","21","$4,778"
"#1607","justinian527",25,"0","0","0","0","0","0","3,962","0","$4,740"
"#1608","girlfriend",25,"0","4","0","0","0","0","3,954","0","$4,731"
"#1609","gfsalvato",37.5,"24","30","17","3,381","588","5","3,951","61","$4,826"
"#1610","rerez",67.3,"393","422","92","7,071,880","14,489","0","3,943","164","$4,970"
"#1611","goldraybob",28.7,"2","16","0","1,164","0","2","3,943","0","$4,720"
"#1612","dapeng",65.5,"2,332","252","47","4,078,582","57,802","0","3,941","238","$5,080"
"#1613","nidin",43.8,"113","0","0","11,593","5,655","0","3,941","4","$4,721"
"#1614","doctorjohn",57.6,"1,485","366","68","516,312","58,939","0","3,940","2","$4,717"
"#1615","chunseungho",47.7,"74","177","164","44,278","9,791","0","3,930","0","$4,702"
"#1616","steemitadventure",62.5,"1,188","554","348","2,188,682","113,685","5","3,927","28","$4,747"
"#1617","afew",25,"0","148","0","0","463","70,181","3,925","0","$88,666"
"#1618","bart2305",58.7,"6,847","2,318","2,240","846,706","51,310","102","3,925","4","$4,824"
"#1619","bobreedo",52.4,"734","142","13","153,978","727","147","3,924","8","$4,883"
"#1620","michaeld",25,"0","0","0","0","164","0","3,923","0","$4,693"
"#1621","vincentcestone",25,"0","1","0","0","183","0","3,922","0","$4,692"
"#1622","curvilinear",25,"0","0","0","0","0","0","3,918","0","$4,688"
"#1623","dlqudogd",55.5,"662","419","476","366,637","14,061","711","3,914","39","$5,593"
"#1624","bakh-domalak",54.7,"9","68","1","3,039,138","187","0","3,912","0","$4,681"
"#1625","haejin",66.5,"6,280","701","37","4,050,966","16,291","0","3,912","0","$4,680"
"#1626","gil",25,"0","0","0","0","0","172","3,904","596","$5,791"
"#1627","dolphinstudios",56.1,"626","461","175","497,281","51,779","0","3,900","1","$4,668"
"#1628","lrock",56.4,"87","441","391","772,492","209,250","3,768","3,888","62","$9,255"
"#1629","minsa66",37.2,"15","12","1","6,710","23,670","0","3,885","6","$4,657"
"#1630","midnightoil",42.9,"58","134","13","3,407","571,927","352","3,882","0","$5,065"
"#1631","motoengineer",60.2,"335","91","16","843,415","13,163","300","3,873","0","$4,993"
"#1632","cryptomania13",49.4,"97","289","37","173,555","9,047","0","3,870","0","$4,631"
"#1633","najs1crypto",45.8,"179","117","45","37,686","17,844","11","3,870","0","$4,644"
"#1634","randolphrope",60.4,"587","421","292","1,041,873","129,255","0","3,866","31","$4,674"
"#1635","blockchained",65.2,"258","443","21","4,811,852","68,298","1","3,853","0","$4,611"
"#1636","deshpanderajesh",28.6,"1","0","0","0","0","0","3,852","0","$4,608"
"#1637","kobold-djawa",65.5,"1,025","739","696","3,868,764","208,017","100","3,848","109","$4,890"
"#1638","crypto-guru",51.8,"587","181","481","134,799","7,826","23","3,846","1","$4,630"
"#1639","zelgald1",28.8,"8","190","48","58","986","0","3,839","0","$4,593"
"#1640","jaynie",65.5,"6,681","1,301","981","4,046,233","18,687","0","3,836","4","$4,596"
"#1641","chroma",25,"0","0","0","0","0","0","3,833","0","$4,586"
"#1642","jonathanyoung",63,"302","500","116","2,201,500","94,257","0","3,827","37","$4,636"
"#1643","fyrst-witness",55.2,"13","515","1","276,913","87,743","0","3,827","0","$4,579"
"#1644","birdinc",51.8,"723","478","160","159,896","14,706","723","3,819","40","$5,496"
"#1645","snooway",65.6,"2,972","716","633","4,606,427","44,242","0","3,819","109","$4,736"
"#1646","kiddarko",67.9,"1,315","862","389","11,276,087","56,975","1,670","3,789","44","$6,599"
"#1647","infowarrior",46.3,"19","45","25","37,581","2,690","1,569","3,785","0","$6,406"
"#1648","m8586",35.7,"30","128","13","2,891","144,951","0","3,784","1","$4,529"
"#1649","tfeldman",65.1,"1,805","868","832","4,449,177","229,612","277","3,781","0","$4,857"
"#1650","blocks2517",56,"21","53","0","2,942,746","77","0","3,779","328","$5,024"
"#1651","cryptos",67,"1,700","1,966","41","5,760,129","1,279,082","0","3,777","4","$4,524"
"#1652","smasssh",56.3,"2,094","452","413","396,581","48,060","0","3,774","1","$4,518"
"#1653","maarnio",66.2,"3,784","1,383","2,709","3,818,349","110,484","169","3,773","45","$4,785"
"#1654","prosirius",52.1,"138","339","351","165,979","99,843","166","3,772","50","$4,787"
"#1655","levycore",69.2,"2,891","1,917","1,546","14,438,016","1,784,533","4","3,766","9","$4,524"
"#1656","razorwave8",58.4,"618","191","37","960,979","144,290","2","3,764","384","$5,093"
"#1657","edb1984",45.6,"249","257","119","32,186","86,673","0","3,762","2","$4,505"
"#1658","youdbetternot",25,"0","0","0","0","0","0","3,752","0","$4,489"
"#1659","val",57.2,"59","183","16","2,154,782","51,617","0","3,749","0","$4,487"
"#1660","lfmaia",25,"5","71","14","68","461","0","3,744","0","$4,480"
"#1661","masterthematrix",53,"741","444","231","262,639","81,223","0","3,741","0","$4,476"
"#1662","steemy",25,"1","22","0","8","2,275","0","3,741","0","$4,476"
"#1663","victorier",64.7,"1,695","524","305","3,856,460","75,156","291","3,740","10","$4,838"
"#1664","ygdrassil",25,"0","0","0","0","4","1","3,736","0","$4,471"
"#1665","shagda",42.1,"7","25","0","1,886","603","0","3,731","0","$4,465"
"#1666","cobalus",55.7,"1,536","565","378","440,913","73,152","0","3,728","0","$4,461"
"#1667","themassacre",25,"0","0","0","0","0","0","3,721","0","$4,452"
"#1668","twinkledrop",67.4,"1,065","551","71","7,343,521","27,622","0","3,720","213","$4,777"
"#1669","jubi",68.9,"3,673","667","53","9,908,128","109,434","0","3,717","23","$4,482"
"#1670","allahhh",53.5,"101","418","38","1,399,479","12,037","301","3,714","1","$4,806"
"#1671","altccy",45.3,"103","406","48","36,385","79,293","0","3,709","2","$4,440"
"#1672","cryptopie",68.1,"5,218","1,987","2,050","7,277,680","32,834","0","3,704","9","$4,445"
"#1673","troilo",64.4,"3,343","1,309","38","4,281,178","87,948","0","3,701","4","$4,434"
"#1674","mynameisbrian",73.4,"3,063","3,194","2,091","52,712,748","385,111","304","3,693","51","$4,861"
"#1675","saziz112",38.8,"8","40","3","11,427","30","0","3,691","0","$4,416"
"#1676","adsum",30.4,"2","0","0","0","0","0","3,687","0","$4,412"
"#1677","jnart",57.7,"772","373","370","593,539","38,216","0","3,682","1","$4,407"
"#1678","zyzxvbq1",25,"0","6","0","0","0","0","3,679","0","$4,402"
"#1679","audre",56.3,"335","210","77","408,399","90,765","1,838","3,677","1","$6,600"
"#1680","steemit200",25,"2","367","3","0","16,009,464","0","3,677","6","$4,407"
"#1681","michaelandgaby",25,"22","23","2","32","33","0","3,673","0","$4,395"
"#1682","jiujitsu",50.7,"293","38","78","85,211","41,348","0","3,672","42","$4,459"
"#1683","bunting",25,"0","0","0","0","0","0","3,669","0","$4,389"
"#1684","geofftk",37.5,"8","81","23","4,402","25,549","0","3,664","0","$4,384"
"#1685","alchemical",25,"0","0","0","0","0","0","3,664","0","$4,384"
"#1686","decimus",63.1,"469","476","90","2,883,912","56,404","4","3,661","1","$4,386"
"#1687","tikal",41.9,"52","60","2","17,876","1,458","0","3,660","0","$4,378"
"#1688","seablue",62.4,"2,923","1,075","978","1,788,944","349,684","669","3,657","1","$5,178"
"#1689","heart-to-heart",64.7,"3,619","1,013","362","3,683,589","61,389","8","3,656","289","$4,827"
"#1690","sailingtohappy",51,"739","0","0","75,386","6,892","0","3,654","3","$4,376"
"#1691","mikeldavis",30.6,"8","24","7","1,513","868","0","3,652","0","$4,369"
"#1692","nkc79",47.3,"244","151","38","78,133","50,467","0","3,649","74","$4,479"
"#1693","thenightflier",65.6,"908","1,659","6,367","4,256,990","53,869","923","3,648","0","$5,469"
"#1694","preparedwombat",58.7,"3,028","591","60","741,307","104,860","0","3,648","2","$4,367"
"#1695","lyndal",25,"0","0","0","0","93","0","3,646","0","$4,362"
"#1696","codybill2",37.5,"23","0","0","3,068","11,021","0","3,644","2","$4,363"
"#1697","infinitemedia",47.4,"91","168","75","47,147","28,445","58","3,643","109","$4,595"
"#1698","k471",61.2,"76","111","5","4,632,935","550","0","3,641","1,539","$6,716"
"#1699","vi1son",59.2,"858","510","438","1,621,930","427,560","0","3,635","0","$4,350"
"#1700","skorek",31.6,"5","160","68","0","362","0","3,622","0","$4,334"
"#1701","essra",63.6,"272","578","147","4,948,219","48,515","0","3,613","71","$4,432"
"#1702","steemit3",56.5,"2","71","1","1,050,612","0","0","3,610","0","$4,319"
"#1703","acromott",69,"3,654","1,807","855","10,354,275","60,569","0","3,608","0","$4,317"
"#1704","yinyangboobookat",48.8,"39","23","5","66,282","88,766","10","3,607","26","$4,368"
"#1705","wewewe",25,"0","0","0","0","0","0","3,605","0","$4,314"
"#1706","almahinoa-dacal",47.2,"14","63","0","122,018","2,653","0","3,603","0","$4,311"
"#1707","davidmendel",52.2,"1,098","348","233","161,121","19,727","53","3,601","0","$4,372"
"#1708","sethlinson",64.4,"1,776","1,117","373","4,537,615","197,576","0","3,598","21","$4,336"
"#1709","lndesta120282",68,"1,270","71","39","6,408,135","25,783","1","3,592","4","$4,305"
"#1710","hearmespeak",45.5,"135","110","98","25,559","1,186","2,438","3,588","192","$7,504"
"#1711","thelordsharvest",47.8,"197","12","2","42,650","23,645","2","3,587","1","$4,295"
"#1712","lyndsaybowes",66.7,"6,151","712","63","5,261,439","724,030","54","3,583","0","$4,352"
"#1713","allyouneedtoknow",59.7,"453","1,380","993","689,125","213,975","0","3,576","0","$4,279"
"#1714","thunderbird",25,"10","70","0","0","39,506","1","3,574","0","$4,277"
"#1715","synapse",53.4,"195","285","181","306,478","14,276","0","3,572","47","$4,346"
"#1716","thetruth36",46.9,"259","25","31","41,955","27,403","0","3,570","7","$4,283"
"#1717","pathfinder",25,"0","0","0","0","0","0","3,570","0","$4,271"
"#1718","cryptomarket",57.5,"104","284","0","738,494","3,197","151","3,569","0","$4,451"
"#1719","muse-up",38.4,"2","0","0","3,723","295","7","3,565","1","$4,275"
"#1720","cynetyc",65,"2,761","1,122","856","2,954,974","30,029","0","3,560","6","$4,269"
"#1721","solar",49.1,"291","289","256","66,927","51,841","0","3,553","19","$4,280"
"#1722","minari",62.8,"2,162","537","317","2,212,935","375,806","53","3,546","1","$4,308"
"#1723","abcde2000",25,"0","4","0","0","0","0","3,544","0","$4,240"
"#1724","schererf",62.8,"666","308","196","1,983,207","48,240","6","3,543","74","$4,360"
"#1725","sky-diver",25,"0","0","0","0","0","0","3,542","0","$4,238"
"#1726","bronevik",47.9,"276","54","19","38,802","10,530","0","3,541","0","$4,237"
"#1727","redbanana",62,"1,710","361","304","1,676,082","183,997","2,434","3,538","17","$7,171"
"#1728","calypso",25,"0","18","0","0","73,132","4,136","3,537","0","$9,181"
"#1729","stevescoins",67.3,"6,380","951","332","5,684,101","185,849","0","3,536","0","$4,230"
"#1730","blue.cheese",54.2,"10","53","0","1,595,845","338","0","3,530","2","$4,227"
"#1731","steem-samiam",57.7,"421","223","24","505,694","81,963","0","3,529","198","$4,527"
"#1732","ananuaremere",58.7,"3,237","1,424","1,321","731,412","51,577","73","3,527","84","$4,436"
"#1733","jeff-55logclub",48.3,"162","58","13","47,364","83,223","0","3,526","2","$4,222"
"#1734","capr",25,"0","48","1","0","6","0","3,523","0","$4,215"
"#1735","ladygray",48.2,"210","221","50","54,478","57,938","1","3,517","0","$4,209"
"#1736","steemvoter",72.5,"1,907","3,132","60","47,964,099","504,268","0","3,514","15","$4,227"
"#1737","ibsorry",25,"0","0","0","0","0","0","3,514","0","$4,204"
"#1738","iwonalaub",47,"7","0","0","34,349","2,515","634","3,514","24","$4,999"
"#1739","dowha",52.6,"617","296","42","211,660","38,164","0","3,511","3","$4,205"
"#1740","tabilim88",53.8,"3","23","0","2,728,668","2","0","3,507","303","$4,662"
"#1741","belloule81",25,"5","0","0","63","428","0","3,507","0","$4,196"
"#1742","foxxycat",63,"778","835","372","3,140,798","29,695","258","3,504","0","$4,502"
"#1743","enazwahsdarb",66.1,"7,613","1,320","1,146","5,025,826","158,289","0","3,499","1","$4,187"
"#1744","teukumukhlis",68.9,"1,960","1,156","1,148","8,307,456","236,789","1","3,496","0","$4,184"
"#1745","telos",56.3,"1,482","416","147","351,820","194,571","0","3,492","8","$4,190"
"#1746","netodavila",25,"0","0","0","0","690","1,545","3,483","0","$6,016"
"#1747","aksinya",68.8,"5,399","2,553","2,246","9,851,209","297,768","28","3,482","10","$4,216"
"#1748","cannonwar",55.2,"183","0","0","315,034","92,658","0","3,482","1","$4,167"
"#1749","ariettle",62.4,"112","137","4","1,841,926","3,974","0","3,478","0","$4,161"
"#1750","spiff",25,"0","0","0","0","0","0","3,477","0","$4,160"
"#1751","matthewh",25,"2","0","0","0","0","0","3,476","0","$4,159"
"#1752","shady",67.7,"2,938","856","657","6,429,923","163,246","540","3,474","2","$4,806"
"#1753","cryptogee",72,"4,389","2,447","1,415","96,184,202","1,047,503","277","3,473","0","$4,488"
"#1754","aleksandraz",60.5,"795","694","184","1,172,146","104,483","0","3,471","9","$4,167"
"#1755","amitgiat",25,"0","26","4","0","0","0","3,471","0","$4,153"
"#1756","ngos",65.4,"136","10","0","3,433,050","9,878","0","3,468","0","$4,149"
"#1757","foo",25,"0","1","0","0","0","0","3,466","0","$4,147"
"#1758","afrog",65.7,"3,493","2,335","2,607","4,038,268","219,386","0","3,465","0","$4,146"
"#1759","dataski",54.4,"10","61","3","2,674,991","50","0","3,464","296","$4,599"
"#1760","thorthur22",44.4,"164","191","35","25,396","80,585","0","3,452","5","$4,137"
"#1761","wesnoth",25,"0","0","0","0","0","0","3,450","0","$4,128"
"#1762","digdaga",53.3,"675","378","77","295,994","30,325","800","3,449","115","$5,260"
"#1763","divraj",25,"3","2","0","0","514","0","3,444","0","$4,120"
"#1764","cnfund",67.9,"651","526","181","8,390,176","58,763","0","3,439","0","$4,115"
"#1765","brittuf",62.1,"289","0","0","49,129","17,604","1","3,437","158","$4,356"
"#1766","sportsenthusiast",49.8,"352","162","31","96,765","6,613","27","3,437","0","$4,144"
"#1767","valth",66.6,"2,573","744","546","5,383,060","173,929","54","3,435","75","$4,290"
"#1768","girlbeforemirror",65.4,"1,709","746","297","3,878,231","81,176","0","3,433","112","$4,280"
"#1769","dhouse",50.7,"368","0","0","45,750","3,694","0","3,427","0","$4,101"
"#1770","charlieshrem",71.9,"353","3,720","24","134,405,327","3,378,504","1,363","3,425","0","$5,729"
"#1771","adriatik",37.8,"42","0","0","3,003","10,435","0","3,424","0","$4,097"
